order_id,customer_id,order_date,category,product,price,quantity,total_price,state,region,payment_method
6095,S86141,05-12-2023 15:35,Beauty,Perfume,1105.04,1,1105.04,Karnataka,South,Bank Transfer
1340,E98430,03-11-2024 23:55,Apparel,Jacket,834.46,2,1668.92,West Bengal,East,Credit Card
319,W57054,30-05-2023 22:17,Books,Kids' Book,1679.84,4,6719.36,Maharashtra,West,Debit Card
5146,N21496,27-02-2023 02:02,Apparel,Dress,853.09,1,853.09,Uttar Pradesh,North,PayPal
1998,E24026,15-01-2024 08:08,Books,Biography,1545.71,5,7728.55,Bihar,East,Credit Card
7126,W80273,15-05-2023 17:05,Home Goods,Blender,707.45,2,1414.9,Gujarat,West,Debit Card
5642,E07199,10-07-2024 14:09,Books,Cookbook,1881.71,2,3763.42,Bihar,East,PayPal
9079,N87756,25-03-2024 08:26,Electronics,Smartphone,814.82,3,2444.46,Rajasthan,North,UPI
2063,S45637,10-07-2023 05:04,Books,Kids' Book,761.38,1,761.38,Karnataka,South,PayPal
1827,N12788,23-08-2023 09:13,Electronics,Smartphone,567.78,3,1703.34,Uttar Pradesh,North,PayPal
9600,E77297,08-12-2023 12:00,Electronics,Smartphone,608.85,5,3044.25,Bihar,East,Debit Card
1368,E99180,02-11-2024 21:49,Groceries,Eggs,1466.37,3,4399.11,Bihar,East,UPI
6706,E84888,03-05-2024 11:07,Groceries,Vegetables,131.59,1,131.59,Bihar,East,Debit Card
2553,S64581,10-01-2024 22:48,Groceries,Vegetables,1069.5,1,1069.5,Karnataka,South,Credit Card
2479,W45689,17-01-2024 11:57,Electronics,Laptop,1158.93,3,3476.79,Madhya Pradesh,West,Bank Transfer
8149,N74792,22-12-2024 23:27,Apparel,T-shirt,976.33,1,976.33,Rajasthan,North,UPI
1551,E49530,20-04-2023 23:40,Beauty,Lipstick,1926.17,4,7704.68,West Bengal,East,PayPal
1151,N97875,27-05-2024 09:17,Electronics,Tablet,215.47,3,646.41,Uttar Pradesh,North,Credit Card
9064,S60707,09-11-2024 01:39,Electronics,Smartwatch,362.08,2,724.16,Andhra Pradesh,South,Bank Transfer
8969,W65928,15-04-2024 05:14,Books,Fiction Novel,1787.31,4,7149.24,Maharashtra,West,PayPal
4501,W58075,17-01-2023 13:59,Beauty,Moisturizer,279.77,1,279.77,Madhya Pradesh,West,Bank Transfer
7845,N19204,07-05-2024 20:46,Groceries,Eggs,1856.83,5,9284.15,Rajasthan,North,PayPal
1739,N29242,25-08-2024 00:22,Apparel,T-shirt,694.1,3,2082.3,Rajasthan,North,Credit Card
5406,S86255,09-08-2024 07:14,Groceries,Milk,129.65,5,648.25,Andhra Pradesh,South,Bank Transfer
6127,S83838,25-10-2023 06:15,Apparel,T-shirt,1177.77,5,5888.85,Tamil Nadu,South,Debit Card
5191,W41381,10-01-2024 07:56,Beauty,Shampoo,850.34,5,4251.7,Maharashtra,West,Credit Card
1497,N48707,29-06-2024 06:05,Groceries,Fruits,1259.54,3,3778.62,Uttar Pradesh,North,Debit Card
1713,U53752,14-06-2023 00:59,Beauty,Moisturizer,164.68,3,494.04,Unknown,Unknown,UPI
5909,E25212,17-02-2024 15:46,Home Goods,Pillow,1616.06,1,1616.06,Bihar,East,Credit Card
1123,W06421,16-02-2023 11:15,Electronics,Tablet,1911.59,5,9557.95,Maharashtra,West,Bank Transfer
2051,S26853,12-06-2024 02:04,Groceries,Eggs,1461.42,5,7307.1,Andhra Pradesh,South,Credit Card
8719,S88115,11-11-2024 17:02,Books,Biography,1561.53,5,7807.65,Tamil Nadu,South,Debit Card
4987,S07199,03-10-2023 23:45,Apparel,Jeans,794.54,2,1589.08,Karnataka,South,Credit Card
6717,S55510,25-10-2023 04:40,Beauty,Shampoo,1778.39,5,8891.95,Karnataka,South,Debit Card
7635,S07381,10-06-2023 13:42,Groceries,Milk,620.84,1,620.84,Andhra Pradesh,South,Debit Card
13,S02024,01-12-2024 04:17,Books,Kids' Book,1319.17,2,2638.34,Tamil Nadu,South,Bank Transfer
3808,N71950,22-08-2023 11:34,Beauty,Moisturizer,895.56,1,895.56,Uttar Pradesh,North,PayPal
8797,E87511,11-09-2023 09:12,Groceries,Bread,589.25,3,1767.75,West Bengal,East,PayPal
1639,W74320,09-12-2023 06:49,Books,Science Textbook,1264.95,3,3794.85,Madhya Pradesh,West,PayPal
8670,S45166,31-05-2023 13:45,Groceries,Bread,398.08,5,1990.4,Karnataka,South,UPI
6124,S79178,15-02-2024 20:43,Home Goods,Coffee Maker,1551.17,2,3102.34,Tamil Nadu,South,Bank Transfer
4269,S95176,21-09-2024 02:01,Electronics,Laptop,1829.78,4,7319.12,Karnataka,South,UPI
5630,W64473,05-08-2024 17:59,Home Goods,Coffee Maker,240.99,4,963.96,Gujarat,West,Debit Card
1847,E33069,06-01-2024 21:49,Groceries,Milk,1923.93,2,3847.86,Bihar,East,Debit Card
2605,S91375,14-07-2023 13:20,Home Goods,Pillow,1337.77,2,2675.54,Karnataka,South,Bank Transfer
5693,S59966,06-04-2024 17:59,Books,Science Textbook,1760.47,3,5281.41,Andhra Pradesh,South,Credit Card
706,S19540,29-11-2024 18:30,Home Goods,Blender,625.95,4,2503.8,Karnataka,South,Debit Card
8032,S82191,18-07-2024 15:18,Beauty,Perfume,1131.8,3,3395.4,Tamil Nadu,South,Credit Card
2427,S85454,25-05-2023 04:29,Apparel,Jacket,822.16,5,4110.8,Andhra Pradesh,South,Debit Card
4525,S47772,30-04-2024 14:08,Electronics,Headphones,1039.67,2,2079.34,Karnataka,South,UPI
2275,W31853,01-12-2023 10:46,Groceries,Fruits,625.46,2,1250.92,Gujarat,West,Debit Card
8668,N70973,05-02-2023 18:31,Beauty,Shampoo,1754.06,4,7016.24,Uttar Pradesh,North,PayPal
4135,E67784,16-12-2024 11:54,Beauty,Lipstick,1386.54,4,5546.16,West Bengal,East,UPI
2099,W55685,16-02-2024 06:36,Apparel,Dress,517.03,2,1034.06,Maharashtra,West,UPI
8778,S04631,10-11-2024 14:00,Books,Science Textbook,1476.91,3,4430.73,Karnataka,South,Bank Transfer
6011,S44988,12-10-2024 22:38,Home Goods,Blender,1163.83,1,1163.83,Andhra Pradesh,South,PayPal
3602,W23499,20-12-2024 23:52,Groceries,Eggs,229.06,3,687.18,Maharashtra,West,UPI
9285,N53207,03-04-2023 10:40,Beauty,Moisturizer,1112.04,3,3336.12,Rajasthan,North,Bank Transfer
1825,S91619,18-01-2023 23:28,Books,Fiction Novel,1431.66,3,4294.98,Andhra Pradesh,South,Credit Card
7656,E98669,06-08-2023 18:39,Apparel,Jacket,544.53,4,2178.12,Bihar,East,Bank Transfer
6178,N08345,13-10-2024 00:53,Apparel,Jacket,1191.49,2,2382.98,Rajasthan,North,PayPal
8687,S16560,08-06-2024 15:08,Groceries,Vegetables,384.85,1,384.85,Karnataka,South,Bank Transfer
257,E67686,20-07-2023 18:30,Beauty,Perfume,1676.55,4,6706.2,Bihar,East,Debit Card
1852,S09062,21-12-2023 15:08,Apparel,T-shirt,117.71,1,117.71,Andhra Pradesh,South,Bank Transfer
3654,W50431,08-05-2024 15:24,Electronics,Smartphone,1329.11,3,3987.33,Maharashtra,West,Credit Card
6111,W39706,28-11-2024 05:29,Groceries,Fruits,213.78,3,641.34,Madhya Pradesh,West,Bank Transfer
2630,N15940,05-03-2023 16:45,Books,Biography,798.36,1,798.36,Rajasthan,North,Credit Card
2525,E06718,21-01-2024 07:41,Beauty,Sunscreen,1976.34,3,5929.02,West Bengal,East,UPI
40,S01490,26-02-2024 18:13,Groceries,Vegetables,,,3595.06,,South,
7974,N93673,21-01-2024 00:34,Books,Fiction Novel,1031.56,5,5157.8,Rajasthan,North,Debit Card
4437,W29509,26-03-2023 09:29,Electronics,Headphones,1680.92,1,1680.92,Madhya Pradesh,West,Credit Card
9397,E90695,21-01-2023 21:06,Home Goods,Vacuum Cleaner,1962.94,5,9814.7,Bihar,East,PayPal
1513,E08704,02-05-2024 03:01,Beauty,Moisturizer,,,4422.57,,East,
7467,U58365,22-05-2023 18:17,Books,Science Textbook,326.78,5,1633.9,Telangana,Unknown,Debit Card
2414,W34276,24-03-2024 03:30,Groceries,Eggs,1523.1,3,4569.3,Gujarat,West,Bank Transfer
7994,W43603,16-01-2024 00:18,Beauty,Lipstick,1917.32,2,3834.64,Gujarat,West,PayPal
551,W39394,23-02-2024 21:56,Electronics,Tablet,125.84,3,377.52,Maharashtra,West,PayPal
5501,S18646,06-12-2024 03:10,Books,Fiction Novel,483.5,1,483.5,Tamil Nadu,South,Credit Card
3774,W33291,11-01-2024 07:25,Beauty,Lipstick,692.37,1,692.37,Madhya Pradesh,West,PayPal
9541,N54314,11-05-2023 22:47,Apparel,Jacket,1139.21,5,5696.05,Uttar Pradesh,North,Debit Card
7866,N26902,28-07-2024 19:50,Apparel,T-shirt,1039.28,4,4157.12,Rajasthan,North,Bank Transfer
3862,E15559,25-06-2024 03:03,Groceries,Vegetables,1580.22,4,6320.88,West Bengal,East,Credit Card
8131,W66573,09-09-2024 04:24,Groceries,Bread,1165.42,5,5827.1,Maharashtra,West,Debit Card
318,S10016,03-10-2024 14:20,Beauty,Sunscreen,1682.01,3,5046.03,Karnataka,South,Debit Card
4868,W77088,28-10-2023 01:10,Beauty,Moisturizer,157.87,5,789.35,Madhya Pradesh,West,PayPal
3992,S65897,23-05-2024 11:36,Beauty,Lipstick,1787.73,1,1787.73,Tamil Nadu,South,Credit Card
6549,S92281,15-01-2023 11:14,Groceries,Fruits,802.49,2,1604.98,Karnataka,South,Bank Transfer
7266,S40929,25-01-2024 14:15,Groceries,Milk,1410.37,4,5641.48,Andhra Pradesh,South,UPI
7868,W27423,31-12-2023 22:18,Books,Cookbook,753.59,5,3767.95,Gujarat,West,UPI
2522,U92623,04-03-2023 19:26,Home Goods,Coffee Maker,1154.7,5,5773.5,N/A,Unknown,Debit Card
1526,S55842,19-05-2024 08:26,Home Goods,Blender,1885.58,1,1885.58,Karnataka,South,PayPal
7720,W41381,03-05-2024 03:38,Groceries,Vegetables,430.08,5,2150.4,Maharashtra,West,PayPal
7428,E42666,15-09-2023 02:10,Electronics,Smartwatch,1844.49,2,3688.98,West Bengal,East,PayPal
2861,S74224,21-02-2024 09:41,Home Goods,Desk Lamp,723.47,2,1446.94,Tamil Nadu,South,Credit Card
578,N51464,05-03-2024 22:01,Groceries,Milk,403.54,1,403.54,Uttar Pradesh,North,UPI
8839,W06318,15-03-2024 18:04,Groceries,Vegetables,1463.35,1,1463.35,Madhya Pradesh,West,UPI
3979,N22592,14-11-2024 02:29,Home Goods,Pillow,697.42,5,3487.1,Rajasthan,North,PayPal
1141,W52862,26-07-2024 05:15,Beauty,Sunscreen,919.12,1,919.12,Maharashtra,West,Credit Card
6040,E15644,15-04-2024 10:28,Beauty,Sunscreen,,,1377.94,,East,
8942,W11230,15-08-2023 23:47,Electronics,Smartphone,626.73,3,1880.19,Maharashtra,West,Debit Card
9852,W23332,09-03-2024 23:40,Books,Biography,1396.12,5,6980.6,Maharashtra,West,Credit Card
6558,N18489,22-01-2023 09:05,Electronics,Smartwatch,545.65,2,1091.3,Rajasthan,North,Bank Transfer
338,W32690,10-07-2024 18:39,Books,Biography,721.73,5,3608.65,Madhya Pradesh,West,Credit Card
9901,E24020,17-07-2024 21:13,Books,Fiction Novel,1533.08,5,7665.4,Bihar,East,PayPal
2066,E24803,04-02-2024 01:03,Books,Cookbook,152.28,2,304.56,Bihar,East,Bank Transfer
594,S16424,02-04-2024 18:19,Apparel,T-shirt,1930.51,5,9652.55,Karnataka,South,UPI
4551,E00493,12-01-2023 19:29,Groceries,Milk,498.31,2,996.62,Bihar,East,Debit Card
9625,N54998,26-05-2023 21:49,Home Goods,Desk Lamp,1835.16,2,3670.32,Rajasthan,North,PayPal
2221,E78106,21-08-2023 12:14,Electronics,Headphones,1435.91,3,4307.73,Bihar,East,Credit Card
3784,S84420,30-12-2024 07:07,Books,Cookbook,435.15,4,1740.6,Karnataka,South,UPI
2894,S25184,25-04-2024 01:20,Electronics,Smartphone,1732.03,5,8660.15,Andhra Pradesh,South,Credit Card
9367,W96288,14-03-2023 02:24,Books,Kids' Book,650.16,1,650.16,Gujarat,West,UPI
1338,E09483,12-04-2023 21:22,Home Goods,Pillow,1893.1,5,9465.5,West Bengal,East,Debit Card
6633,W69271,03-04-2024 06:10,Books,Science Textbook,952.05,5,4760.25,Gujarat,West,PayPal
6266,W15992,13-01-2024 01:10,Electronics,Laptop,1696.1,1,1696.1,Madhya Pradesh,West,Bank Transfer
8246,N91625,17-07-2024 15:41,Beauty,Sunscreen,657.52,3,1972.56,Uttar Pradesh,North,Credit Card
2651,N90677,31-03-2023 23:46,Home Goods,Coffee Maker,991.28,4,3965.12,Rajasthan,North,UPI
7067,E64749,31-12-2024 04:37,Electronics,Smartwatch,1847.15,4,7388.6,West Bengal,East,PayPal
7097,E77982,01-08-2024 11:50,Electronics,Smartwatch,1643.58,3,4930.74,Bihar,East,PayPal
7093,N13715,16-09-2023 09:20,Beauty,Shampoo,286.68,5,1433.4,Uttar Pradesh,North,UPI
7638,W14755,20-02-2023 16:33,Electronics,Laptop,1703.4,3,5110.2,Maharashtra,West,PayPal
7201,N71814,24-10-2023 08:08,Home Goods,Pillow,1512.75,5,7563.75,Uttar Pradesh,North,PayPal
8422,S08083,17-12-2024 08:32,Groceries,Eggs,559.78,2,1119.56,Andhra Pradesh,South,Bank Transfer
7245,W25140,04-04-2024 10:35,Apparel,Sneakers,1728.04,5,8640.2,Maharashtra,West,UPI
2640,E40802,01-05-2024 11:55,Books,Science Textbook,557.74,1,557.74,Bihar,East,Debit Card
8224,W02623,02-01-2024 20:41,Apparel,Jacket,1199.62,4,4798.48,Maharashtra,West,Credit Card
5754,E32175,28-04-2023 07:27,Groceries,Eggs,1104.87,5,5524.35,West Bengal,East,PayPal
562,S18935,10-04-2023 06:08,Beauty,Lipstick,1514,3,4542,Karnataka,South,PayPal
7662,W21754,24-07-2024 12:49,Groceries,Milk,1748.98,3,5246.94,Madhya Pradesh,West,Debit Card
6724,W48648,19-10-2024 05:59,Electronics,Laptop,1630.78,1,1630.78,Gujarat,West,Debit Card
7403,E06986,11-08-2024 16:00,Home Goods,Pillow,1814.69,1,1814.69,Bihar,East,Credit Card
5378,W45217,05-12-2024 13:46,Books,Cookbook,275.85,5,1379.25,Maharashtra,West,UPI
4907,E15991,18-11-2023 12:21,Apparel,Dress,1644.93,2,3289.86,West Bengal,East,Credit Card
6573,W54315,06-06-2024 06:01,Groceries,Eggs,1271.85,3,3815.55,Madhya Pradesh,West,Debit Card
8771,E36610,01-11-2023 22:33,Groceries,Eggs,1439.14,2,2878.28,West Bengal,East,Credit Card
33,U45246,20-11-2024 15:53,Beauty,Lipstick,905.96,5,4529.8,Telangana,Unknown,Credit Card
9070,W50271,28-04-2024 14:34,Apparel,Jacket,1766.24,5,8831.2,Madhya Pradesh,West,PayPal
391,W98985,20-11-2024 10:41,Groceries,Bread,1278.67,3,3836.01,Maharashtra,West,PayPal
4564,W70185,27-04-2023 21:41,Apparel,Sneakers,1164.93,2,2329.86,Gujarat,West,Credit Card
6342,S74930,21-01-2023 07:36,Beauty,Moisturizer,1949.96,4,7799.84,Andhra Pradesh,South,PayPal
5563,W30200,26-02-2023 19:35,Apparel,Sneakers,1563.89,1,1563.89,Madhya Pradesh,West,PayPal
3950,S48944,11-02-2024 00:34,Home Goods,Coffee Maker,940.19,1,940.19,Andhra Pradesh,South,PayPal
1638,S35294,16-12-2023 00:18,Apparel,T-shirt,1585.8,4,6343.2,Andhra Pradesh,South,Bank Transfer
5571,S19131,29-02-2024 13:56,Groceries,Vegetables,1138.93,3,3416.79,Karnataka,South,Bank Transfer
6308,W70842,10-12-2024 11:56,Beauty,Perfume,1425.32,3,4275.96,Madhya Pradesh,West,PayPal
9035,N73322,02-12-2024 21:38,Beauty,Lipstick,1552.51,3,4657.53,Rajasthan,North,Credit Card
1023,W24507,22-08-2023 08:04,Electronics,Smartphone,1295.4,3,3886.2,Maharashtra,West,Bank Transfer
1305,E41123,04-10-2023 11:22,Books,Biography,217.51,3,652.53,Bihar,East,PayPal
9899,S58712,12-11-2023 09:23,Home Goods,Desk Lamp,279.08,2,558.16,Karnataka,South,Debit Card
8573,N53793,07-08-2023 12:10,Electronics,Smartwatch,722.19,5,3610.95,Rajasthan,North,Bank Transfer
6246,S60249,03-04-2024 19:01,Home Goods,Desk Lamp,158.2,1,158.2,Karnataka,South,Bank Transfer
5899,W77525,11-07-2023 12:42,Home Goods,Vacuum Cleaner,231.6,3,694.8,Madhya Pradesh,West,Credit Card
277,E27518,23-11-2023 05:22,Electronics,Smartphone,749.03,3,2247.09,West Bengal,East,PayPal
2537,S15294,23-08-2024 09:44,Electronics,Headphones,1955.92,5,9779.6,Karnataka,South,Debit Card
6703,W79677,08-04-2024 06:04,Beauty,Lipstick,1482.26,2,2964.52,Madhya Pradesh,West,Bank Transfer
1683,W02888,22-12-2023 06:59,Beauty,Shampoo,1836.33,1,1836.33,Gujarat,West,PayPal
2492,E11586,08-05-2023 16:42,Apparel,Jeans,1335.09,4,5340.36,West Bengal,East,Credit Card
176,E16735,24-07-2023 12:06,Books,Biography,801.86,1,801.86,Bihar,East,Debit Card
8038,W83528,17-10-2024 11:10,Home Goods,Desk Lamp,907.16,4,3628.64,Madhya Pradesh,West,Bank Transfer
2682,W46960,24-03-2023 06:27,Electronics,Smartphone,1123.59,5,5617.95,Maharashtra,West,PayPal
5538,E24056,26-06-2024 18:59,Home Goods,Vacuum Cleaner,1095.22,3,3285.66,West Bengal,East,UPI
3458,W33386,09-02-2023 10:54,Home Goods,Blender,1536.62,3,4609.86,Gujarat,West,Credit Card
3198,E16794,06-04-2024 06:03,Books,Fiction Novel,1195.89,2,2391.78,West Bengal,East,Bank Transfer
7423,N98874,04-12-2023 20:58,Electronics,Smartwatch,767.85,1,767.85,Uttar Pradesh,North,Bank Transfer
3873,S00404,26-09-2024 04:13,Apparel,Jacket,104.09,4,416.36,Karnataka,South,Debit Card
3064,W63068,20-11-2024 05:06,Books,Fiction Novel,1316.04,2,2632.08,Maharashtra,West,UPI
8339,N97167,21-11-2024 12:51,Beauty,Lipstick,837.65,3,2512.95,Rajasthan,North,Credit Card
3809,E82244,25-09-2024 12:19,Beauty,Moisturizer,1570.81,3,4712.43,West Bengal,East,PayPal
6714,N98860,14-02-2024 13:43,Books,Science Textbook,1004.06,5,5020.3,Rajasthan,North,Bank Transfer
5764,S56138,01-09-2023 19:39,Groceries,Milk,1199.86,1,1199.86,Tamil Nadu,South,Credit Card
1729,S66835,29-05-2023 08:16,Apparel,T-shirt,1402.2,1,1402.2,Tamil Nadu,South,UPI
8023,E76458,30-01-2024 09:40,Books,Fiction Novel,1894.69,5,9473.45,Bihar,East,Debit Card
9291,E37162,28-12-2024 10:33,Electronics,Tablet,445.92,3,1337.76,West Bengal,East,Debit Card
6849,W96059,20-10-2023 15:33,Books,Science Textbook,916.21,2,1832.42,Maharashtra,West,Bank Transfer
4593,W48369,24-09-2024 08:09,Apparel,Dress,1343.29,2,2686.58,Madhya Pradesh,West,Credit Card
6494,W18436,13-01-2023 19:21,Beauty,Moisturizer,446.47,3,1339.41,Maharashtra,West,Debit Card
2303,W89978,10-02-2024 04:19,Electronics,Tablet,1585.98,3,4757.94,Madhya Pradesh,West,Bank Transfer
8103,N03279,25-02-2023 04:21,Apparel,Jacket,1975.96,3,5927.88,Uttar Pradesh,North,UPI
131,S90495,24-09-2024 20:27,Home Goods,Blender,720.66,1,720.66,Andhra Pradesh,South,UPI
8595,W90830,11-07-2024 18:38,Beauty,Lipstick,1549.99,4,6199.96,Maharashtra,West,PayPal
2970,W71576,28-12-2023 09:33,Apparel,Sneakers,1272.14,1,1272.14,Gujarat,West,PayPal
9118,W54397,13-11-2023 12:00,Books,Biography,1845.58,5,9227.9,Gujarat,West,PayPal
8562,W29957,04-11-2023 18:27,Books,Kids' Book,1450.82,1,1450.82,Maharashtra,West,PayPal
1826,S15641,14-12-2023 00:05,Groceries,Milk,229.78,5,1148.9,Andhra Pradesh,South,UPI
7521,W36086,31-05-2024 09:34,Beauty,Lipstick,240.97,3,722.91,Gujarat,West,Debit Card
5607,W48759,22-05-2023 09:53,Books,Biography,1673.37,4,6693.48,Gujarat,West,Debit Card
4251,E47585,09-07-2023 06:39,Home Goods,Coffee Maker,796.59,3,2389.77,West Bengal,East,Debit Card
8257,W88453,06-09-2023 12:11,Electronics,Laptop,313.33,1,313.33,Gujarat,West,Debit Card
5815,U26780,11-05-2023 07:33,Beauty,Sunscreen,630.86,5,3154.3,Telangana,Unknown,Debit Card
5665,S03979,28-05-2023 18:31,Home Goods,Blender,378.84,2,757.68,Andhra Pradesh,South,Debit Card
4075,N87369,30-06-2024 00:56,Books,Kids' Book,1276.11,1,1276.11,Rajasthan,North,Bank Transfer
9971,W90981,12-03-2024 06:36,Home Goods,Desk Lamp,419.16,3,1257.48,Gujarat,West,PayPal
862,S75197,16-06-2024 08:34,Home Goods,Vacuum Cleaner,781.41,3,2344.23,Tamil Nadu,South,Bank Transfer
9389,S97014,06-07-2023 15:31,Apparel,Jacket,673.06,4,2692.24,Karnataka,South,Bank Transfer
3751,W64106,03-12-2024 22:58,Groceries,Fruits,1387.15,3,4161.45,Madhya Pradesh,West,Credit Card
6944,U71308,15-10-2023 23:39,Apparel,Jeans,949.56,5,4747.8,Assam,Unknown,Credit Card
120,W20668,05-08-2024 20:45,Home Goods,Coffee Maker,,,3908.79,,West,
389,S39812,14-11-2023 04:40,Beauty,Shampoo,615.67,1,615.67,Andhra Pradesh,South,Bank Transfer
4336,S13957,08-04-2024 19:03,Electronics,Laptop,1813.58,3,5440.74,Andhra Pradesh,South,Debit Card
3464,S46961,29-03-2023 20:03,Electronics,Headphones,468.11,5,2340.55,Andhra Pradesh,South,Debit Card
4652,S88784,16-01-2024 05:21,Books,Cookbook,1189.29,2,2378.58,Tamil Nadu,South,Credit Card
7822,E81920,07-04-2024 09:47,Books,Biography,1439.5,5,7197.5,West Bengal,East,UPI
9813,S53912,25-08-2023 01:27,Apparel,Dress,1367.38,1,1367.38,Andhra Pradesh,South,UPI
5071,S37196,16-09-2024 18:43,Groceries,Fruits,385.8,5,1929,Tamil Nadu,South,Debit Card
5082,W93603,23-12-2024 16:49,Beauty,Moisturizer,1757.92,1,1757.92,Gujarat,West,Credit Card
879,S17364,27-03-2023 06:36,Beauty,Sunscreen,957.86,2,1915.72,Karnataka,South,Debit Card
5502,N62404,19-08-2023 08:55,Books,Fiction Novel,309.45,3,928.35,Uttar Pradesh,North,UPI
6916,N28927,19-04-2023 17:37,Home Goods,Blender,1354.49,1,1354.49,Uttar Pradesh,North,PayPal
3572,W33677,02-04-2023 07:24,Books,Science Textbook,1139.88,1,1139.88,Madhya Pradesh,West,PayPal
1506,S54158,03-07-2024 14:50,Groceries,Eggs,1862.48,4,7449.92,Tamil Nadu,South,Bank Transfer
2269,N86540,19-10-2023 01:35,Groceries,Milk,1809.52,4,7238.08,Rajasthan,North,PayPal
8789,W32402,30-12-2024 11:23,Beauty,Perfume,1482.45,2,2964.9,Gujarat,West,Debit Card
3964,W78865,16-10-2023 00:48,Groceries,Milk,1983.88,3,5951.64,Gujarat,West,UPI
3736,N27314,11-05-2024 11:22,Books,Fiction Novel,1664,5,8320,Uttar Pradesh,North,Bank Transfer
7563,W42491,02-11-2024 08:35,Electronics,Laptop,1069.5,1,1069.5,Maharashtra,West,PayPal
3332,S86072,02-11-2023 03:44,Apparel,Sneakers,759.41,2,1518.82,Karnataka,South,PayPal
9267,N75472,22-01-2024 18:32,Electronics,Smartwatch,1236.59,2,2473.18,Rajasthan,North,UPI
4611,W56931,15-01-2023 20:37,Home Goods,Pillow,1522.71,4,6090.84,Madhya Pradesh,West,Bank Transfer
7438,W44271,22-05-2024 02:19,Apparel,Jeans,1023.53,5,5117.65,Maharashtra,West,Bank Transfer
3968,N60885,13-08-2023 23:44,Electronics,Smartphone,111.32,3,333.96,Rajasthan,North,UPI
4025,W83353,16-10-2024 11:15,Beauty,Moisturizer,1257.06,2,2514.12,Madhya Pradesh,West,Debit Card
9906,N80175,28-11-2024 11:19,Groceries,Eggs,1182.89,1,1182.89,Uttar Pradesh,North,PayPal
4924,W34494,30-01-2023 12:19,Electronics,Tablet,1281.78,5,6408.9,Madhya Pradesh,West,Credit Card
7442,N62348,15-09-2023 05:26,Beauty,Perfume,1820.82,1,1820.82,Rajasthan,North,Bank Transfer
6008,W25782,11-06-2023 18:13,Groceries,Vegetables,122.19,2,244.38,Madhya Pradesh,West,Credit Card
2652,S74201,10-08-2023 11:30,Apparel,Jeans,504.63,1,504.63,Tamil Nadu,South,UPI
3404,N82086,01-09-2024 17:07,Home Goods,Vacuum Cleaner,1403.87,4,5615.48,Uttar Pradesh,North,PayPal
4595,S39677,07-02-2024 09:07,Home Goods,Desk Lamp,1195.9,4,4783.6,Tamil Nadu,South,PayPal
1764,S21123,18-03-2024 13:16,Apparel,Dress,1381.93,1,1381.93,Andhra Pradesh,South,PayPal
7351,U83101,03-11-2023 17:32,Groceries,Eggs,137.39,2,274.78,Odisha,Unknown,Credit Card
6648,N15879,03-04-2024 06:39,Home Goods,Vacuum Cleaner,276.33,1,276.33,Uttar Pradesh,North,Bank Transfer
